Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Suppressed News.,@SuppressedNws,2024-09-26T15:42:15.000Z,True,"JUST IN: In UAE, A Journalist was forced to cover the word Palestine which was written on her outfit because it would make passengers feel “uncomfortable”

Testimony from :

At Zayed International airport in Abu Dhabi: I was approached by an employee accompanied by",386,3K,8.1K,424K,[],['@leylahamed'],['\\u26a1\\ufe0f'],https://pbs.twimg.com/profile_images/1774198587095646208/6KEF61Mv_normal.jpg,https://x.com/SuppressedNws/status/1839329645000536178,tweet_id:1839329645000536178
Suppressed News.,@SuppressedNws,2024-10-05T21:28:16.000Z,True,"Footage from Israel’s airstrikes on the suburb of Beirut, Lebanon.

What are they dropping on civilians?! 

This level of explosive power is being used on civilian structures while the international community remains silent.",1.6K,6.5K,12K,1.2M,[],[],[],https://pbs.twimg.com/profile_images/1774198587095646208/6KEF61Mv_normal.jpg,https://x.com/SuppressedNws/status/1842678217125093554,tweet_id:1842678217125093554
Globe Eye News,@GlobeEyeNews,2024-09-27T09:00:46.000Z,True,Saudi Arabia announces an international coalition to establish a Palestinian state.,465,1.5K,9.8K,261K,[],[],[],https://pbs.twimg.com/profile_images/1693932087798267904/euVdeaHb_normal.jpg,https://x.com/GlobeEyeNews/status/1839590998793396465,tweet_id:1839590998793396465
The Thursday Times,@thursday_times,2024-10-14T04:05:00.000Z,True,ایس سی او اجلاس کے موقع پر احتجاج و ہنگامہ آرائی بین الاقوامی تعلقات خراب کرنے کی کوشش ہو گی، پی ٹی آئی پاکستان پر امریکہ سے دباؤ ڈالنے کی کوشش کر رہی مگر فرق نہیں پڑ رہا، عمران خان نے سفارتی سطح پر ایسی باتیں کیں جو تھڑے پر بیٹھ کر ہوتی ہیں۔ حسین حقانی,2,111,399,6K,[],[],[],https://pbs.twimg.com/profile_images/1505316444438994946/61T68G4A_normal.jpg,https://x.com/thursday_times/status/1845677158879908230,tweet_id:1845677158879908230
KBC Channel1 News,@KBCChannel1,2024-10-13T16:56:42.000Z,True,"ADANI-JKIA DEAL

“In the City of Mumbai, I visited the international airport that had been up hauled and upgraded by the company (Adani) and turned from a collapsing degenerate airport into a first-class facility.” ~ Raila Odinga, Former Prime Minister#KBCniYetu ^JM",7,7,18,3.2K,['#KBCniYetu'],[],[],https://pbs.twimg.com/profile_images/1407017602594000902/qMKK7G6M_normal.jpg,https://x.com/KBCChannel1/status/1845508974260421030,tweet_id:1845508974260421030
Russia's MFA in Crimea,@PMSimferopol,2024-10-16T16:15:15.000Z,True,"International Scientific Conference BYZANTINOTAURICA III: ""Crimea and
the Northern Black Sea region in the system of world civilizations"" is taking place in #Sevastopol!#Welcome2Crimea #Russia https://stv92.ru/news/news-6314/",5,8,19,456,"['#Sevastopol', '#Welcome2Crimea', '#Russia']",[],"['\\U0001f468\\u200d\\U0001f393', '\\U0001f1f7\\U0001f1fa', '\\u27a1\\ufe0f']",https://pbs.twimg.com/profile_images/1806997512030502912/6vGrEyw5_normal.jpg,https://x.com/PMSimferopol/status/1846585707554574535,tweet_id:1846585707554574535
United Nations,@UN,2024-09-22T13:40:57.000Z,True,"NEWS: The Pact for the Future has been adopted by member countries by consensus at UN Headquarters in New York.

The adoption will help pave the way for greater international cooperation for #OurCommonFuture.",1.1K,1.5K,2.1K,1.3M,['#OurCommonFuture'],[],[],https://pbs.twimg.com/profile_images/1323749922005524485/LjJsuyU4_normal.jpg,https://x.com/UN/status/1837849571071803530,tweet_id:1837849571071803530
GB News,@GBNEWS,2024-10-14T12:01:00.000Z,True,"'They're keen to make it that it wasn't his cup of tea rather than him being excluded.'

GB News' Political Correspondent, , reacts to the CEO of X, Elon Musk, not being invited to the UK International Investment Summit. Freeview 236, Sky 512, Virgin 604",20,9,37,11K,[],['@Forster_K'],['\\U0001f4fa'],https://pbs.twimg.com/profile_images/1571994202854100994/vYcqAgBG_normal.jpg,https://x.com/GBNEWS/status/1845796948789367280,tweet_id:1845796948789367280
Mr Sinha,@MrSinha_,2024-09-25T09:01:33.000Z,True,"Big news : Himachal Pradesh's Congress govt has asked all the street vendors to display their names and IDs prominently.

When UP govt had done the same during Kanwar Yatra, ""seculars"" had made it an international issue. Now what will the do? ",318,6.4K,22K,376K,[],[],"['\\U0001f602', '\\U0001f602']",https://pbs.twimg.com/profile_images/1692015513151688705/_fxarFFf_normal.jpg,https://x.com/MrSinha_/status/1838866417464098885,tweet_id:1838866417464098885
Sky Sports News,@SkySportsNews,2024-10-07T14:37:51.000Z,True,"The Dutch FA have announced the death of former Netherlands international Johan Neeskens, aged 73",44,71,655,209K,[],[],[],https://pbs.twimg.com/profile_images/1605131333772234752/O2P81gwm_normal.jpg,https://x.com/SkySportsNews/status/1843299708162220311,tweet_id:1843299708162220311
International Boxing News,@IntBoxingNews,2024-10-16T21:49:26.000Z,False," NAVARRETE/VALDEZ ON DEC 7!

Emanuel Navarrete and  will REMATCH for the WBO Super-Featherweight World title on December 7 in Phoenix!Rafeal Espinoza and Robeisy Ramirez will REMATCH for the WBO Featherweight World title on the undercard#NavarreteValdez",0,0,3,378,['#NavarreteValdez'],['@oscarvaldez56'],"['\\U0001f94a', '\\U0001f4a5', '\\u203c\\ufe0f']",https://pbs.twimg.com/profile_images/1549816581571706888/Olt0ODqw_normal.jpg,https://x.com/IntBoxingNews/status/1846669807586103521,tweet_id:1846669807586103521
The Sporting News,@sportingnews,2024-09-26T15:55:32.000Z,True,"Gabby Williams speaks about how the WNBA can do better when it comes to international players ""Our commissioner talked about us being able to, you know, make $700,000. That's actually not true at all. There's not one player who makes that.""",1K,3K,20K,2.7M,[],[],['\\U0001f5e3\\ufe0f'],https://pbs.twimg.com/profile_images/1635737665806147584/tuG9dzcK_normal.jpg,https://x.com/sportingnews/status/1839332990935286119,tweet_id:1839332990935286119
IOL News,@IOL,2024-10-16T06:26:38.000Z,True,"Chris Brown's response to the anti-gender-based-violence advocacy group, Women For Change caught international attention and heightened the debate about the singer’s abusive tendencies and whether he should come to South Africa.#chrisbrownhttps://iol.co.za/entertainment/celebrity-news/local/chris-brown-taunts-women-for-change-as-petition-debate-goes-international-0c7ede30-9eef-4bed-a560-9c29532bb996…",10,2,3,2.5K,['#chrisbrown'],[],[],https://pbs.twimg.com/profile_images/1800765143199985665/fHPp-eK-_normal.jpg,https://x.com/IOL/status/1846437580385943699,tweet_id:1846437580385943699
Channel 4 News,@Channel4News,2024-10-06T18:20:22.000Z,True,"‘Many of the strikes on Lebanon have violated international humanitarian law’, says UNHCR",391,2.4K,4.6K,172K,[],[],[],https://pbs.twimg.com/profile_images/875404558528393216/cTknVhwm_normal.jpg,https://x.com/Channel4News/status/1842993318289874958,tweet_id:1842993318289874958
LN24 International,@ln24_intl,2024-10-10T21:54:00.000Z,False,"LN24 International – Your trusted source for global news, brought to you by our outstanding team of reporters and anchors from around the world.

This is LN24 International, News that is truth the pulse of Trusted analysis! http://ln24international.com",6,82,198,3.9K,[],[],"['\\U0001f6a8', '\\U0001f6a8', '\\U0001f6a8', '\\U0001f4cc']",https://pbs.twimg.com/profile_images/1785905457548201984/z8ZhH6kS_normal.jpg,https://x.com/ln24_intl/status/1844496628641825053,tweet_id:1844496628641825053
Jean Wyllys,@jeanwyllys_real,2024-10-10T15:52:25.000Z,True,"“FALSOLATRIA: sobre mentiras, fake News e outras formas de desinformação”, meu novo livro (  ) , terá novo lançamento na FLIP (Festa Literária International de Parati) deste ano. ",1,4,39,3.5K,[],"['@editoranosbr', '@edicoessescsp']","['\\U0001f64c\\U0001f3fd', '\\u2764\\ufe0f']",https://pbs.twimg.com/profile_images/1727265187583913984/SjrGDapc_normal.jpg,https://x.com/jeanwyllys_real/status/1844405635540295760,tweet_id:1844405635540295760
China Xinhua News,@XHNews,2024-10-15T08:57:18.000Z,True,"As the Second Silk Road International Communication Forum kicks off in Xi'an, it unveils a vibrant scroll blending traditional and modern cultures, bridging eastern and western civilizations. Prepare for an inspiring journey of cultural fusion!",1,3,3,4.3K,[],[],[],https://pbs.twimg.com/profile_images/1246686019241398274/swhowkA5_normal.jpg,https://x.com/XHNews/status/1846113105610416290,tweet_id:1846113105610416290
DW News,@dwnews,2024-10-08T11:05:00.000Z,True,A Pakistani separatist group claimed responsibility for the massive blast outside Karachi's international airport that killed two Chinese nationals.,5,8,13,5.5K,[],[],[],https://pbs.twimg.com/profile_images/1796098295812567041/Pe_t5loe_normal.jpg,https://x.com/dwnews/status/1843608528713580744,tweet_id:1843608528713580744
Nation Africa,@NationAfrica,2024-10-15T16:10:06.000Z,True,"The Kenya Airports Authority (KAA) will take 50 years to raise the Sh200 billion ($1.85 million) that Adani Airports Holdings Ltd is seeking to inject into the expansion of the Jomo Kenyatta International Airport, MPs have been told.",8,8,13,6.3K,[],[],[],https://pbs.twimg.com/profile_images/1299964674147004416/nop9JfMt_normal.jpg,https://x.com/NationAfrica/status/1846222022746964356,tweet_id:1846222022746964356
Anti-Taxxer,@colossusPhD,2024-09-22T17:00:53.000Z,True,"Marc Miller says there is an alarming trend of international students now making asylum claims in Canada.

No kidding, Marc.

They don’t want to go back. They never wanted to go back.",537,665,4.1K,151K,[],[],[],https://pbs.twimg.com/profile_images/1658558838281318406/-3tfgyZe_normal.jpg,https://x.com/colossusPhD/status/1837899881899307262,tweet_id:1837899881899307262
Eyewitness News,@ewnupdates,2024-10-12T07:45:00.000Z,True,ANC removes Bapela as deputy chair of Parliament's International Relations subcommittee,9,17,33,9.9K,[],[],[],https://pbs.twimg.com/profile_images/1642774663318175744/wjKy1Via_normal.jpg,https://x.com/ewnupdates/status/1845007749811167271,tweet_id:1845007749811167271
All India Radio News,@airnewsalerts,2024-10-15T09:39:43.000Z,True,"Speaking on the sidelines of the International Telecommunication Union (ITU) - World Telecommunication Standardization Assembly (WTSA) 2024, Chief Adviser of Traficom, the Transport and Communication Agency of Finland  says she is excited to be in India and",1,6,16,1.8K,[],['@HimmanenHeidi'],[],https://pbs.twimg.com/profile_images/1554332392952713216/n2eh2njK_normal.jpg,https://x.com/airnewsalerts/status/1846123779900014647,tweet_id:1846123779900014647
UK Prime Minister,@10DowningStreet,2024-10-14T07:25:24.000Z,True,"World leading CEO’s and investors will meet the Prime Minister, cabinet ministers, First Ministers and local leaders at the International Investment Summit today.

Find out more: https://gov.uk/government/news/major-investment-deals-set-to-be-announced-at-governments-inaugural-international-investment-summit-as-pm-vows-to-remove-needless-regulation-declar…",40,22,77,33K,[],[],[],https://pbs.twimg.com/profile_images/1809186823383470081/1GTxsktU_normal.jpg,https://x.com/10DowningStreet/status/1845727592294256809,tweet_id:1845727592294256809
News/Media Alliance,@newsalliance,2024-10-16T18:36:47.000Z,True,The International Trade Commission (ITC) should reject new proposed tariffs on aluminum printing plates that would have a devastating impact on the news industry and put the future of quality journalism in peril. Read why here:,0,2,2,549,[],[],[],https://pbs.twimg.com/profile_images/1542869189630754818/X62N_1LV_normal.jpg,https://x.com/newsalliance/status/1846621324921225449,tweet_id:1846621324921225449
World News Tonight,@ABCWorldNews,2024-10-08T13:36:08.000Z,True,"John Hopfield and Geoffrey Hinton were awarded the Nobel Prize in physics Tuesday for discoveries and inventions that formed the building blocks of machine learning.

Read more: https://trib.al/rGGcN9o",5,4,10,3.7K,[],[],[],https://pbs.twimg.com/profile_images/1424776196940869634/F-kiM3On_normal.jpg,https://x.com/ABCWorldNews/status/1843646563114959020,tweet_id:1843646563114959020
GB News,@GBNEWS,2024-10-14T16:48:43.000Z,True," Coming up on Dewbs & Co… Rachel Reeves at International Investors’ Summit - All the latest! Reparations for slavery - Do we pay up?! Do UK/EU relations need a reset?

Tune in live from 6pm, only on GB News!",29,8,47,28K,[],['@MichelleDewbs'],"['\\U0001f6a8', '\\U0001f534', '\\U0001f4b0', '\\U0001f1ec\\U0001f1e7']",https://pbs.twimg.com/profile_images/1571994202854100994/vYcqAgBG_normal.jpg,https://x.com/GBNEWS/status/1845869356980580623,tweet_id:1845869356980580623
Christian Solidarity International (CSI),@CSI_humanrights,2024-10-16T11:48:01.000Z,True,Pressure mounts on #Azerbaijan to release its Armenian hostages or face potential boycott of climate conference.#FreeArmenianHostages #COP29,5,31,54,3K,"['#Azerbaijan', '#FreeArmenianHostages', '#COP29']",[],[],https://pbs.twimg.com/profile_images/1457976532694179841/FCQc0ghT_normal.png,https://x.com/CSI_humanrights/status/1846518457023529158,tweet_id:1846518457023529158
World News Tonight,@ABCWorldNews,2024-10-10T22:17:12.000Z,True,"LATEST: Dozens of people were killed in the past 24 hours in Lebanon, according to the Lebanese Ministry of Public Health.",7,5,5,4K,[],[],[],https://pbs.twimg.com/profile_images/1424776196940869634/F-kiM3On_normal.jpg,https://x.com/ABCWorldNews/status/1844502470325579927,tweet_id:1844502470325579927
World Alternative Media,@WorldAltMedia,2024-10-12T22:49:35.000Z,True,"WARNING: BANKS TO STEAL YOUR MONEY! - 63 Countries Implement Basel III Bail-Ins!

Josh Sigurdson talks with Mark Gonzales of First National Bullion about the breaking news that The Bank For International Settlements in Basel, Switzerland's ""Basel III"" (or Basel 3) accord is set",5,26,47,6.7K,[],[],[],https://pbs.twimg.com/profile_images/1322599507310350339/ueHdfcy8_normal.jpg,https://x.com/WorldAltMedia/status/1845235393903608048,tweet_id:1845235393903608048
KTN News,@KTNNewsKE,2024-10-16T06:15:14.000Z,True,"The government could have been quietly engaging Adani Group to lease Jomo Kenyatta International Airport (JKIA) for over a year, fresh details have emerged in court",1,4,11,1.8K,[],[],[],https://pbs.twimg.com/profile_images/1465264501419294723/BQ0nnrON_normal.jpg,https://x.com/KTNNewsKE/status/1846434708109889540,tweet_id:1846434708109889540
China Xinhua News,@XHNews,2024-10-15T02:00:30.000Z,True,"Take a glimpse of the Xinjiang International Grand Bazaar in China's Urumqi, a captivating tourist attraction featuring distinctive architecture, folk customs and delectable cuisine. #GLOBALink",0,6,12,8.9K,['#GLOBALink'],[],[],https://pbs.twimg.com/profile_images/1246686019241398274/swhowkA5_normal.jpg,https://x.com/XHNews/status/1846008217593434410,tweet_id:1846008217593434410
JoyNews,@JoyNewsOnTV,2024-10-11T20:30:01.000Z,True,International Day of the Girl Child: Many girls returning to school in Northern Ghana after giving birth. #JoyNews,6,5,31,3.9K,['#JoyNews'],[],[],https://pbs.twimg.com/profile_images/1744617422928117760/I-Vec7Tc_normal.jpg,https://x.com/JoyNewsOnTV/status/1844837882533392812,tweet_id:1844837882533392812
UN News,@UN_News_Centre,2024-10-08T21:34:00.000Z,True,"As Russia’s full-scale invasion of #Ukraine approaches its 1,000-day mark, the UN’s top #HumanRights official reiterated his call for Russia to cease its attack immediately and comply with its international obligations to protect civilians",11,11,24,3K,"['#Ukraine', '#HumanRights']",[],[],https://pbs.twimg.com/profile_images/1166788017354432512/SO_UaxYd_normal.jpg,https://x.com/UN_News_Centre/status/1843766821360369912,tweet_id:1843766821360369912
Internazionale,@Internazionale,2024-10-16T05:00:01.000Z,True,Nella puntata di oggi del Mondo: il trasferimento di migranti in Albania è una violazione dei diritti umani. La Cina aumenta la pressione su Taiwan.  ,1,5,11,3.9K,[],"['@annalisacamilli', '@LorenzoLamperti']",[],https://pbs.twimg.com/profile_images/526636186040041474/V6FZvVmO_normal.jpeg,https://x.com/Internazionale/status/1846415780163801306,tweet_id:1846415780163801306
BBC News (World),@BBCWorld,2021-10-11T23:31:07.000Z,True,"Drugs, arms, and terror: A high-profile defector on Kim's North Korea https://bbc.in/3BvWC6I",12,62,201,0,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://x.com/BBCWorld/status/1447706358812450817,tweet_id:1447706358812450817
